1707	9986
36162	9606
53990	10090
57149	10116
178028	9606
191642	10090
206631	10116
337376	9606
337377	9606
555853	9606
1261918	10090
2624399	10116
4587216	83390
4587220	83391
5714635	9606
7262893	83376
7262894	8801
7262895	8797
7262896	8822
7262897	8790
7262898	116989
7262899	9031
15011540	9606
15214922	9606
15928833	10090
18025935	100272
18025948	100272
18025958	100272
18369730	9796
18369731	9361
18369732	9365
18369733	9267
18369780	13616
18369781	29139
26080631	10090
27469381	10090
27819613	9913
30268606	83387
32452403	10047
37626311	10029
37956930	9823
47078293	9606
49168517	9606
49456548	9606
55729547	9601
60832847	32630
73587172	9913
74211473	10090
78355009	10029
84365506	10090
86475748	9606
90081017	9541
91974411	100272
91974429	100272
115553642	9823
123989281	32630
123999233	32630
134024775	9913
151415227	9606
157677450	9606
159145045	9874
160966312	9874
160966313	9874
160966315	9874
160966318	9874
160966320	9874
160966321	9874
161075477	9874
164504485	9874
194307128	9874
197102393	9601
208965785	32630
218047175	9031
225637497	9606
225692163	9337
256016849	94643
268607670	9823
283837872	9986
288576520	9823
288778980	9823
288781521	9823
296434039	9606
297747482	9606
300422603	9483
307829144	10090
334360161	9678
336126652	37181
343957432	9606
343965963	89462
346716260	10029
347565615	100272
347565618	100272
347565619	100272
347565620	100272
347565622	100272
347565623	100272
347565624	100272
347565625	100272
347565626	100272
347565630	100272
347565649	100272
347565652	100272
347566438	100272
347566448	100272
347566461	100272
347566467	100272
347566470	100272
347566481	100272
347566501	100272
347566503	100272
347566505	100272
347566512	100272
347566513	100272
347566514	100272
347566525	100272
347566530	100272
347566536	100272
347566541	100272
347566545	100272
347566547	100272
347566549	100272
347566562	100272
347566572	100272
347566576	100272
347566579	100272
347566585	100272
356582733	34880
371911277	9823
371913276	9823
371917048	9823
371923052	9823
371924428	9823
374088232	10090
374253766	10090
374429547	9606
374429558	10116
374429560	10116
374532772	10029
374532828	9823
374671780	9796
380750581	10090
395836163	30611
439253889	10090
439253892	10090
471404022	127582
472370792	9708
472370794	9708
485601472	9606
507551877	51337
507686783	10160
507687627	9371
511668571	10090
512985581	10181
525469989	9749
529281383	9986
529281418	9986
529281454	9986
531997079	9606
531997080	9606
531997081	9606
531997082	9606
533183978	34839
545494776	9615
545870149	9823
556775649	59538
570362313	1437454
577019615	10090
586476162	185453
589956784	230844
594078857	89462
594668819	310752
602704363	118797
617665423	9365
634841671	1230840
635133072	60711
641732922	29078
644985589	10090
649148621	32630
655892949	9986
664748945	9798
664748947	9798
665764225	9986
667306356	482537
672884471	9986
672884505	9986
675970227	9823
675970373	9823
686400487	9796
724877493	61622
725599432	39432
731211192	885580
731496911	9785
741977850	9913
742110739	43346
744593905	9838
753536039	9986
759196506	132908
764090858	9986
795121738	336983
795253759	9568
795473615	9531
795482507	9545
803328879	9938
817289901	37293
820986107	61853
821415021	9733
826338965	379532
829764390	30608
829764395	30608
830191367	143302
837812680	9978
840932872	202946
884925707	10141
887492877	9606
902711425	79684
913489713	79684
914901521	43179
914901522	43179
931565547	9597
942056984	72004
942056987	72004
947219573	246437
953844479	9796
955079757	9796
955510078	73337
955510079	73337
958159612	9606
958765199	9793
958765202	9793
966004565	9940
966923841	9544
969813047	9986
982221533	9541
987262054	9031
1012225157	9407
1016643889	291302
1022985065	13616
1032033222	10090
1034078209	9598
